id,Source,target(zh-CN),target(en-US),target(zh-HK)
ccfe-000002192,收起,收起,Collapse,收起
ccfe-000002193,展开,展开,Open,展開
ccfe-000002194,云电脑名称 / 云电脑ID,云电脑名称 / 云电脑ID,Cloud computer name/Cloud computer ID,雲電腦名稱 / 雲電腦ID
ccfe-000002195,开通状态,开通状态,Open status,開通狀態
ccfe-000002196,开通时间,开通时间,Opening Time,開通時間
ccfe-000002197,到期时间,到期时间,Expiration Date,到期時間
ccfe-000002198,续订方式,续订方式,Renewal Method,續訂方式
ccfe-000002199,手动续订,手动续订,Manual Renewal,手動續訂
ccfe-000002200,订购来源,订购来源,Order Source,訂購來源
ccfe-000002201,软件订单归属,软件订单归属,Ownership Of Software Orders,軟件訂單歸屬
ccfe-000002202,当前地域暂无数据，您可以切换地域或,当前地域暂无数据，您可以切换地域或,There is currently no data available for the current region. You can switch regions or,當前地域暫無數據，您可以切換地域或
ccfe-000002203,当前资源池未订购,当前资源池未订购,The current resource pool is not subscribed,當前資源池未訂購
ccfe-000002204,当前资源池下您暂未开通云电脑，请订购后再使用云电脑服务，或者切换到已订购的资源池下使用云电脑服务,当前资源池下您暂未开通云电脑，请订购后再使用云电脑服务，或者切换到已订购的资源池下使用云电脑服务,"You have not yet activated cloud computing in the current resource pool. Please subscribe before using cloud computing services, or switch to using cloud computing services in the subscribed resource pool",當前資源池下您暫未開通雲電腦，請訂購後再使用雲電腦服務，或者切換到已訂購的資源池下使用雲電腦服務
ccfe-000002205,去订购,去订购,Go order,去訂購
ccfe-000002206,获取数据列表失败,获取数据列表失败,Failed to retrieve data list,獲取數據列表失敗
ccfe-000002207,已复制到剪切板,已复制到剪切板,Copy to clipboard,已複製到剪切板
ccfe-000002208,请输入登录账号搜索,请输入登录账号搜索,Please enter your login account to search,請輸入登錄賬號搜索
ccfe-000002209,正在重新分配,正在重新分配,Reassignment in progress,正在重新分配
ccfe-000002210,官网一体化支撑服务包,官网一体化支撑服务包,Official website integrated support service package,官網一體化支撐服務包
ccfe-000002211,统信UOS 1050,统信UOS 1050,UOS 1050,統信UOS 1050
ccfe-000002212,麒麟KylinOS V10,麒麟KylinOS V10,KylinOS V10,麒麟KylinOS V10
ccfe-000002213,不支持续订,不支持续订,Renewal is not supported,不支持續訂
ccfe-000002214,编辑云电脑名称,编辑云电脑名称,Edit cloud computer name,編輯雲電腦名稱
ccfe-000002215,请输入云电脑的名称,请输入云电脑的名称,Please enter the name of the cloud computer,請輸入雲電腦的名稱
ccfe-000002216,长度为1-30位,长度为1-30位,The length ranges from 1 to 30 digits,長度為1-30位
ccfe-000002217,名称不能为空，请输入,名称不能为空，请输入,"Name cannot be empty, please enter",名稱不能為空，請輸入
ccfe-000002218,重命名成功,重命名成功,Renaming successful,重命名成功
ccfe-000002219,重命名失败,重命名失败,Rename failed,重命名失敗
ccfe-000002220,请您选择对应与勾选云电脑相同数量的用户进行快速一对一分配,请您选择对应与勾选云电脑相同数量的用户进行快速一对一分配,Please select the same number of users as the selected cloud computer for quick one-on-one allocation,請您選擇對應與勾選雲電腦相同數量的用戶進行快速一對一分配
ccfe-000002221,获取用户数据失败,获取用户数据失败,Failed to retrieve user data,獲取用戶數據失敗
ccfe-000002222,勾选的云电脑数量与分配用户数不一致，请确认,勾选的云电脑数量与分配用户数不一致，请确认,The number of selected cloud computers does not match the number of allocated users. Please confirm,勾選的雲電腦數量與分配用戶數不一致，請確認
ccfe-000002223,分配成功,分配成功,Allocation successful,分配成功
ccfe-000002224,系统繁忙中，当前分配失败，请稍后重试,系统繁忙中，当前分配失败，请稍后重试,The system is busy and the current allocation has failed. Please try again later,系統繁忙中，當前分配失敗，請稍後重試
ccfe-000002225,退订续订周期仅支持退订还未生效的续订，退订后云电脑的到期时间将被提前，您可以在次月查看账单情况,退订续订周期仅支持退订还未生效的续订，退订后云电脑的到期时间将被提前，您可以在次月查看账单情况,"Unsubscribe renewal period only supports unsubscribed renewals that have not yet taken effect. After unsubscribing, the expiration time of the cloud computer will be advanced, and you can check the billing situation the following month",退訂續訂週期僅支持退訂還未生效的續訂，退訂後雲電腦的到期時間將被提前，您可以在次月查看賬單情況
ccfe-000002226,电脑信息,电脑信息,Computer Information,電腦信息
ccfe-000002227,退订前,退订前,Before unsubscribing,退訂前
ccfe-000002228,退订后,退订后,After unsubscribing,續訂週期已退訂
ccfe-000002229,续订周期已退订,续订周期已退订,The renewal period has been unsubscribed,續訂週期已退訂
ccfe-000002230,获取部门数据失败,获取部门数据失败,Failed to obtain department data,獲取部門數據失敗
ccfe-000002231,提交成功!,提交成功!,Submitted successfully!,提交成功!
ccfe-000002232,分配电脑失败，请稍后重试,分配电脑失败，请稍后重试,"Computer allocation failed, please try again later",分配電腦失敗，請稍後重試
ccfe-000002233,开通信创云电脑后，系统将默认生成初始的桌面密码，您可以修改此密码，此密码用于桌面内应用需要系统密码的操作场景。本次修改不影响当前桌面使用，需要手动断开桌面连接并刷新电脑列表后，方可生效。,开通信创云电脑后，系统将默认生成初始的桌面密码，您可以修改此密码，此密码用于桌面内应用需要系统密码的操作场景。本次修改不影响当前桌面使用，需要手动断开桌面连接并刷新电脑列表后，方可生效。,"After opening the Communication Creation Cloud computer, the system will generate an initial desktop password by default. You can modify this password, which is used for operating scenarios where the system password is required for desktop applications. This modification does not affect the current desktop usage. It needs to be manually disconnected and the computer list refreshed before it can take effect.",開通信創雲電腦後，系統將默認生成初始的桌面密碼，您可以修改此密碼，此密碼用於桌面內應用需要系統密碼的操作場景。本次修改不影響當前桌面使用，需要手動斷開桌面連接並刷新電腦列表後，方可生效。
ccfe-000002234,"密码中需要包含特殊字符，且仅支持(!@#$%^-&*./,)","密码中需要包含特殊字符，且仅支持(!@#$%^-&*./,)","The password needs to contain special characters and only supports (! @ # $% ^ -&*./,)","密碼中需要包含特殊字符，且僅支持(!@#$%^-&*./,)"
ccfe-000002235,桌面密码修改成功！,桌面密码修改成功！,Desktop password successfully changed!,桌面密碼修改成功！
ccfe-000002236,恢复,恢复,recovery,恢復
ccfe-000002237,您可以选择按照原计费方式进行实例的恢复，请选择恢复时长。恢复成功后，云电脑中所有资源数据将恢复，并开始进行重新计费。,您可以选择按照原计费方式进行实例的恢复，请选择恢复时长。恢复成功后，云电脑中所有资源数据将恢复，并开始进行重新计费。,"You can choose to restore the instance according to the original billing method, please select the recovery duration. After successful recovery, all resource data in the cloud computer will be restored and re billing will begin.",您可以選擇按照原計費方式進行實例的恢復，請選擇恢復時長。恢復成功後，雲電腦中所有資源數據將恢復，並開始進行重新計費。
ccfe-000002238,续订时长,续订时长,Renewal Duration,續訂時長
ccfe-000002239,系统繁忙，请稍后重试。,系统繁忙，请稍后重试。,"The system is busy, please try again later.",系統繁忙，請稍後重試。
ccfe-000002240,1.开启自动续订后，系统将在服务到期前6个小时内执行续订操作，续订周期可按需调整。,1.开启自动续订后，系统将在服务到期前6个小时内执行续订操作，续订周期可按需调整。,"After enabling automatic renewal, the system will perform the renewal operation within 6 hours before the service expires, and the renewal period can be adjusted as needed.",1.開啟自動續訂後，系統將在服務到期前6個小時內執行續訂操作，續訂週期可按需調整。
ccfe-000002241,2.服务到期前24小时之内无法设置自动续订，请提前设置自动续订。,2.服务到期前24小时之内无法设置自动续订，请提前设置自动续订。,2. Automatic renewal cannot be set within 24 hours before the service expires. Please set automatic renewal in advance.,2.服務到期前24小時之內無法設置自動續訂，請提前設置自動續訂。
